example_id,conversation_root,message_count,conversation,support_type,intent,escalation,notes
126,267418,2,"1. @179750 We'll have you at your gate and on your way as quickly as possible!
2. @AmericanAir seriously we land over an hour late only to taxi and sit waiting for traffic to clear to reach our gate",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
127,160676,21,"1. @153030 We see our airport team has you rebooked with confirmed upgrades on later flights. Our apologies for any inconvenience caused.
2. @AmericanAir Very kind of you. Would you like my wife’s number to explain why I won’t be home for dinner?
3. @153030 Safety for our customers is of the utmost importance. We appreciate your understanding with the need for extra travel time today.
4. @AmericanAir My wife is waiting for your call. How about you refund me the fare difference in the ticket I booked and the ticket your making me take
5. @153030 Once the travel is complete, you're welcome to make a refund request here: https://t.co/xM8Vkc7BvM
6. @AmericanAir Spot me the $160 in the meantime? Those refunds take time you say
7. @153030 We see the airport team has offered vouchers to help defray your dinner cost.
8. @AmericanAir You’re right. The $12 voucher makes it all better. Now you only owe me $148?
9. @AmericanAir Check my flight again. Another missed connection. Where’s another voucher?
10. @AmericanAir @AmericanAir #Mistake #Thanksgiving #family #ruined #FridayFeeling #leftovers #MeToo #headedtoMiami
11. @AmericanAir So I’m on my 4th set of boarding passes. https://t.co/Rte4iE9Gq3
12. @153030 We're sorry for the long wait, Brady. We're working to get you to your destination, as soon as possible.
13. @AmericanAir For some reason I don’t think you are. Can I rebook on another airline? Come January 1 I will never fly you again. #FormerExecPlatinum
14. @153030 You'd have to speak to an airport agent to see if there's any availability on another airline. They'll do their best to accommodate you.
15. @AmericanAir Just did. Can’t do anything. Thanks for nothing.
16. @153030 @AmericanAir  https://t.co/VWWYjLk9ef
17. @153031 @AmericanAir @AmericanAir stopped replying @153031 they realized they’re useless liars. Meanwhile I’m now in Miami. Farther away than where I started.
18. @153031 @AmericanAir Waiting on that confirmed upgrade for my next flight. You already told Twitter it happened
19. @AmericanAir Those confirmed upgrades didn’t come through? Oh wait. You lied. Will you publicly admit that or should I post by boarding pass?
20. @AmericanAir *crickets* that’s not #firstclass https://t.co/tFulnrQ9OG
21. @AmericanAir I love when your maintenance issues on flight 1186 keep me from my family. Why do I keep giving you another chance? #insanity",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
128,286482,4,"1. @184256 Yes, we can! Please send your record locator, KTN info and your date of birth via DM with a follow.
2. @AmericanAir Thanks so much- just sent a DM with all the info :)
3. @184256 We received it and we'll respond shortly.
4. @AmericanAir @120944 I put my KTN on my reservation and checked in but no precheck. Can you help please? ORD-EWR today",SUPPORT,Check-in & Airport,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
129,463644,3,"1. @225232 Thanks for helping out our team to expedite the boarding process. We appreciate it.
2. @AmericanAir 🙄 thanks for helping me decide what airline to use in the future #luv #SouthWest
3. Dear gate agent at @AmericanAir. My iPad is not a carry on. Like it isn’t. My water bottle is bigger. For what reason was it necessary to make me step out of line to put it into my book bag before you allowed me to board. Come on now y’all.",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
130,86558,2,"1. @134913 Our AAdvantage Customer Service team can assist you with that and congratulations, Jennifer! Take a look here: https://t.co/l7FeGMUy12
2. @AmericanAir How do I update my frequent flyer account with my new married name?",SUPPORT,Loyalty / AAdvantage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
131,365351,6,"1. @202542 We're trying to get a full crew for your flight, Cody. As soon as we get one we'll take off for Denver!
2. @AmericanAir Thanks for the quick reply- you’re the only part of #aa that is today for those of us on #aa2279
3. @AmericanAir Good news: Your ground crew boarded us. Bad news: myself &amp; fellow passengers have been waiting (for pilot) on the plane for an hour #aa2279
4. @202542 We see you're on your way now, thanks so much for your patience!
5. @AmericanAir Yes, though it was quite a disappointing experience with very poor communication. Myself, and fellow passengers, expected better from AA.
6. @AmericanAir : any clue where our pilot 👩‍✈️ is? #aa2279 https://t.co/OJXfO0pISK",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
132,324620,2,"1. @193332 Upgrades are quite nice! Enjoy.
2. Upgraded to first class on @AmericanAir because @15928 is super cool. #perksofatravelinghusband",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
133,327951,3,"1. @194194 We have a 24 hour counter in Terminal 4 and the TSA line opens at 3:00am.
2. @AmericanAir Thanks!
3. @AmericanAir I have a 5:00 AM flight from PHX tomorrow. At what time does the check in counter open? And the Security Checkpoint?",SUPPORT,Check-in & Airport,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
134,434726,4,"1. @218280 Peter, you'll need to remove these batteries from your skateboard. Check here for more info: https://t.co/AhnDRfxtKk
2. @AmericanAir I see, so removing the battery and placing batteries in my carry on is acceptable. Correct? https://t.co/oUJHWnZsp5
3. @218280 That's correct!
4. @AmericanAir hello, can I check-in an electric skateboard with it's 99wH battery removed? Can I carry on the battery itself?",SUPPORT,Baggage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
135,241509,2,"1. @173343 We're glad to have you traveling with us today. What's going on?
2. @AmericanAir I am @9628 and the AAdvantage Executive Platinum experience just keeps getting worse. #disappointed #NotWorthIt #FAIL",SUPPORT,Loyalty / AAdvantage,ESCALATE,Support issue likely requires case-specific or human handling.
136,317753,3,"1. @191835 We've been waiting to take you to the beautiful Hawaii! Have a #fAAbulous trip.
2. @AmericanAir Your tweets make me so happy! #happylittleAussie
3. The 425 from PHL then 119 to OGG - thx @AmericanAir great day to fly to HI #happylittleAussie",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
137,310636,2,"1. @190179 We're happy to take a look for you, Justin. Please meet us in DM with the reference number.
2. @AmericanAir I submitted a concern via your customer service link on your website 10 days ago and haven’t had any type of response.",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
138,77955,5,"1. @133387 We never want you to have to do that but we're here to help. What's going on?
2. @AmericanAir Once we're at the desk checking the bags and then end up being charged $50 when they announced it was complimentary for us not being able to use the overhead bin.
3. @133387 Please follow and DM your record locator. We'd like to look into this more.
4. @AmericanAir We weren't notified of the change with bags until it was time to board. They informed we couldn't use the overhead bens and that checking it in would be complimentary
5. As soon as we land I'm filing multiple complaints on @AmericanAir will never fly with them again",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
139,290019,2,"1. @185084 Thanks for the kudos and love for our #AATeam, Amy. We're happy to hear they took excellent care of everyone!
2. Kudos @AmericanAir @18310 for cheerfully accommodating passengers who missed flights due to extraordinary TSA lines. Well done!",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
140,244422,3,"1. @174056 We can take a look at it. Meet us in DMs with your ticket number. It should begin with 001.
2. @AmericanAir I booked via @12697 so I don’t have the ticket number. However the charge says American Airlines since the flight was yours
3. I would like to get my refund from @AmericanAir but they say it’s not theirs. Even though the charge clearly says American Airlines 🙄",SUPPORT,Refund & Compensation,ESCALATE,Support issue likely requires case-specific or human handling.
141,173758,13,"1. @156686 Jamie, we'd like to take another look at your recent email to our Customer Relations team. Please provide your reference number.
2. @AmericanAir I spoke in person with reps at airport and a rep on the phone who helped with the refund. All I have is ticket numbers
3. @AmericanAir 0012155586644 Murphy 
0012155586645 Myers
4. @156686 We see that you received a partial refund for the tickets you purchased. Please reply to email you received from our team and let them know.
5. @AmericanAir I did and that was completely unacceptable. After the experience my husband and I had to refund 44.00 a piece didn’t even cover the car we rented let alone gas and tolls plus the crazy amount of inconvenience. Also I never received an email only tweets.
6. @156686 We're sorry for the frustration this caused. Please check your spam/junk folders. Let us know if you find it there.
7. @AmericanAir What email address?
8. @156686 The email would have been sent to the email address you entered when requesting your refund.
9. @AmericanAir I received nothing
10. @156686 We can reach out to our refunds team to see if an email can be sent back to you, what's a good email address?
11. @AmericanAir I just found it. How is this helpful?
12. @AmericanAir What am I supposed to do? Is an 11 billion dollar company simply going to roll over its customers when they do them wrong? If so you won’t be worth so much for long
13. @AmericanAir @156686
 https://t.co/5Ztc9YfNJI",SUPPORT,Refund & Compensation,ESCALATE,Support issue likely requires case-specific or human handling.
142,303243,9,"1. @169312 We've replied to your DM. Please take a peek when you get a second.
2. @AmericanAir @169312 Lost luggage? 😂lol we can't send it on another flight 
-AA
3. @AmericanAir Y’all reply faster when it’s public vs DM... 🤔
4. @169312 We see your Dms and will be responding shortly.
5. @AmericanAir I told the gate agent at ORD what the situation was, she said (I shit you not) “good luck” with purses lips. Are you serious?
6. @169312 Our sincere apologies for any rudeness. Please continue to work with our airport team for any possible exceptions on your bag.
7. @AmericanAir Baggage claim was actually the friendliest and most helpful staff I’ve ever worked with in an airport. Gate agent was beyond rude.
8. @169312 @AmericanAir That's typical for AA gate reps.
9. Only 20 minutes late for this one, @americanair! At least I get to land with everything I brou—",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
143,514255,6,"1. @238405 Please let a gate agent know. They'll gladly take a look to see if seats have opened and if a change can be made.
2. @AmericanAir On a sold out long haul flight OGG to DFW... There are no openings. I can try and will let you know how it goes, but I am not holding my breath.
3. @238405 Please send a DM our way with the record locator code, and we'll try to help from here.
4. @AmericanAir Seat is pretty good in the middle for MCE on the new 777-200!!! However, flight from OGG to DFW is leaving 1.5 hours late and more then likely will miss AA1302 to final destination.
5. @238405 We're so sorry for the delay. Please DM your record locator and we'll take a peek.
6. Buy an aisle seat on @AmericanAir in July for a flight in December. Get boarding pass for middle seat...  ""Thank you"" for the 7+ hour flight in the middle seat...",SUPPORT,Seats & Upgrades,ESCALATE,Support issue likely requires case-specific or human handling.
144,408952,2,"1. @212499 We can help with rebooking so please DM your record locator and we’ll get you home soon.
2. .@AmericanAir you need more help @122122 in the rebooking line, I'm ready to be home. https://t.co/2Gqt3uvT22",SUPPORT,Booking & Payment,ESCALATE,Support issue likely requires case-specific or human handling.
145,254744,4,"1. @176551 What's the flight number? We'll check on the status.
2. @AmericanAir Putting aside that little delay, I love to fly with @AmericanAir 😜
3. @176551 We're glad to hear you still love us, Ricardo. We'd never want to do anything to lose your affections!
4. What is going on @AmericanAir ?? One hour waiting for take off Dallas-Denver?? https://t.co/iz8X3yQfcV",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
146,181678,2,"1. @158683 We're sorry for the delay. We do our best to keep our departures on time.
2. @AmericanAir DM me I want a refund.  Unacceptable delay in boarding (1/2 hour).  Flt attendant delay?  Really?",SUPPORT,Refund & Compensation,ESCALATE,Support issue likely requires case-specific or human handling.
147,352462,2,"1. @199812 Thanks for booking your trip with us. We'd love to go over your bag allowance. Please DM your record locator.
2. @AmericanAir 
hello I have a flight to Paris with a stopover in the USA. do I have a checked baggage included in my flight (economy) ? Thx",SUPPORT,Baggage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
148,102317,4,"1. @138452 Sounds like you found the #silverlinning!
2. @AmericanAir i don’t know what “linning” is, but sure!
3. @138452 Oh no, Brooke. You caught us. Now you know we're human, #NoBotsHere. #silverlining!
4. In a bizarre twist, I’d like to thank @AmericanAir for delaying my flight several hours, affording me ample time to sip this blood orange mimosa which was more necessary than I realized.",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
149,283304,5,"1. @183493 We'd love to pass along your compliment. Where did they assist you? DM your record locator and more details.
2. @AmericanAir 10-5-17
3. @183493 Thanks! We'll pass this along and hope that you have an awesome day.
4. @AmericanAir NYHIRK Buffalo, NY
5. @AmericanAir Best Service by Colleen Walker, Denise Miller, Nadia Ryan, Noreen Isbrandt. Left my keys in rental - they went and got them!",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
150,399565,3,"1. @210460 We're in the midst of renewing our fleet and know you'll love what's coming.
2. @AmericanAir Look forward to it 👍🏻
3. .@116602 thanks for creating the download feature, I can watch #OZARK in my 3 hours flight, as #AmericanAirlines does not have tv's.. 😄",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
151,302741,7,"1. @188247 Basic Economy is just another type of fare to purchase. You're still able to buy regular Main Cabin tickets.
2. @AmericanAir 2/2 bring bags? All you did was slap the word basic on the ticket to find a way to charge more fees
3. @188247 We still have $300 fares that aren't Basic Economy. There are just limited per flight. If you need assistance, please give our team a call.
4. @AmericanAir Also! Why should two people pay the same price but get different services?
5. @AmericanAir 1/2 That sounds all well in good but a flight PHL-SAV Economy was about $300 6 months ago and now basic economy is still $300 AND now I cant
6. @AmericanAir great more options with more hidden fees that hurt customers did you get your business plan from the proposed republican health care bills?
7. @AmericanAir your ""basic economy"" roll out is bullshit ... thanks for making domestic travel even worse",SUPPORT,Booking & Payment,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
152,303689,13,"1. @188507 We're not able to assist with new bookings here. Please give our EP desk a call.
2. @AmericanAir Your EP desk already charged me $1100.  Thanks!
3. @188507 Give us a moment to take a look and we'll be with you via DM.
4. @AmericanAir Thanks @AmericanAir for making things right!
5. @188507 We're happy to help!
6. @AmericanAir As your EP, I have a tight schedule.  @AmericanAir should have me on the flights.  Instead I paid $1100 for my trip.  Sure pays to be EP.
7. @188507 We do have relief $99 fares plus tax one-way. The first few days are already sold out. You're welcome to call Reservations if you need help.
8. @AmericanAir @5051 @AmericanAir should donate the full fare you are collecting from passengers flying in and out of SXM this coming week to @5051. #AAFail
9. We're matching donations for hurricane relief as our #AATeam works w/@5051's Change for Good program. Donate: https://t.co/LGJWB8vBFI https://t.co/OpozmqmOl4
10. @212399 Please DM us your record locator so we can take a closer look.
11. @AmericanAir @5051 Funny. Matching donations for hurricane relief, but won't let me cancel my flight to Cuba despite attacks on US citizens. @AmericanAir sure knows how to pick what they support
12. @193561 We've been working with our customers who have been affected by the recent storms. Please let us know how we can help you?
13. @AmericanAir @5051 AA has the rudest and worst customer service. I will NEVER fly you again! Every other airline was willing to help during IRMA, not AA!!",SUPPORT,Booking & Payment,ESCALATE,Support issue likely requires case-specific or human handling.
153,352954,4,"1. @199554 We expect all of our employees to be professional and appreciate your feedback.
2. @AmericanAir @199554 No es verdad.
#AAteam = el peor
3. @199555 @AmericanAir Y deberías limpiar tus maletas de préstamo, no sé si mis manos se pegaron con etiqueta o caramelo. Ascooooo.
4. Muy groserita Bety Lara en tu oficina en @199555, @AmericanAir.",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
154,39020,2,"1. @124527 We strive to provide a seamless travel experience and apologize if that wasn't your experience. Please DM your record locator.
2. @AmericanAir cancelled my flight twice, delayed me by a day, lost my bag, only offered me meal passes. Thought you could do better American.",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
155,247201,2,"1. @164683 Checkout our Main Cabin Extra seats with up to 6 inches of additional leg room! https://t.co/N9kHMrdPIB
2. Congrats @AmericanAir!  You now have the least amount of space of all major airlines.  Clear you don't like customers https://t.co/xxLagAq8qX",SUPPORT,Seats & Upgrades,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
156,302380,2,"1. @188154 We look forward to welcoming you on board!
2. I’ll be on one of those later this month. Thanks @AmericanAir and @188155 #nomoreprop https://t.co/HSIgUtSC8f",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
157,229280,13,"1. @170678 Was your flight canceled, Monica? Please follow and DM your record locator so we can review itinerary.
2. @AmericanAir No, please review DM history.  The details regarding the unfortunate incident are in there.
3. @170678 If there's a new reservation you  need assistance with, please let us know via DM.
4. @AmericanAir Existing reservation.  Please ask a manager to contact me.  The details have already been sent.
5. @170678 We're a virtual team, Monica. We're unable to call you. You can meet us in DM or contact Reservations at 800-433-7300.
6. @AmericanAir Information regarding the incident was sent Monday via DM along with photos
7. @AmericanAir @AmericanAir please share steps to receive a refund. The link does not work.  Also emails regarding the incident are
8. @170678 No other action is needed, Monica. We use customer feedback to help us become better and if necessary make overall changes to our policies.
9. @AmericanAir Great, glad to hear.  Please share next steps.
10. @170678 Your comments and feedback is always taken seriously, Monica. We have your info and forwarded it for internal review.
11. @AmericanAir I'm not sure the concern is being taken seriously by the individual I'm corresponding with via DM.
12. @170678 We're a virtual team but we see your DM. Give us a moment to take a look.
13. @AmericanAir hi! Can someone please give me a call?  Thank you!",SUPPORT,Refund & Compensation,ESCALATE,Support issue likely requires case-specific or human handling.
158,415238,3,"1. @214012 Please give us more details via DMs and include your AAdvantage number.
2. @AmericanAir You're letting my miles expire because of two weeks. I called to get an extension and your person would not allow it and hung up on me.
3. Hey @AmericanAir why did you email me to do something within days or my miles expire? I did!",SUPPORT,Loyalty / AAdvantage,ESCALATE,Support issue likely requires case-specific or human handling.
159,492598,2,"1. @232426 Our specialists in AAdvantage Customer Service will take care of this. You can reach them at 800-882-8880 to check the status.
2. @AmericanAir i sent an email with a copy of my tickets to correct my miles on 10/25 and i still waiting for an answer ...",SUPPORT,Loyalty / AAdvantage,ESCALATE,Support issue likely requires case-specific or human handling.
160,383408,2,"1. @206835 We're sorry you're having problems booking online, please share more details with us via DM.
2. @AmericanAir Better idea! When people can't complete booking during known outage, send them apology/miles. Or not because fortress hub! Yay!",SUPPORT,Booking & Payment,ESCALATE,Support issue likely requires case-specific or human handling.
161,41480,6,"1. @125116 You'd have to request the upgrade ahead of time so our agents can process the request for the upgrade.
2. @AmericanAir Oh and we sat in the plane for over an hour, took off 45 min late without 1 announcement
3. @125116 We're very sorry for the delayed departure.
4. @AmericanAir Another great AA experience
5. @AmericanAir I did do that they told me it was full. Just the way it goes I guess
6. @AmericanAir flight 1530 from CLT to BOS an empty 1st class seat and they wouldn’t upgrade a platinum member like me! Rather the seat stays empty #curious",SUPPORT,Seats & Upgrades,ESCALATE,Support issue likely requires case-specific or human handling.
162,400035,4,"1. @210588 We're sorry to hear that your father wasn't happy with his trip. What happened?
2. @AmericanAir In 150 or less on Twitter. Forget it. Just want to know how to get my seat upgrade money back.
3. @210588 Please DM his record locator or have him share his experience via our website.
4. @AlaskaAir used miles to help my Dad @AmericanAir Treated my 82 yr old Dad horribly. Thk goodness for you guys! #endpartnership",SUPPORT,Refund & Compensation,ESCALATE,Support issue likely requires case-specific or human handling.
163,303354,7,"1. @188413 Can you double check your flight number, or DM your record locator?
2. @AmericanAir See DMs
3. @AmericanAir Flight pushed back again.  Now 4 hours after original take off planned. @AmericanAir customer service continues to be terrible.
4. @188413 Stephen, we don't see any other flight options to get you into RDU sooner. Once you arrive at the airport please work with our airport team.
5. @AmericanAir 4355; happens every trip.
6. @188413 We're very sorry or the extra travel time. What's your flight number, we'll check on an update?
7. Another day, another @AmericanAir flight out of Pittsburgh delayed. This is now 4 of the last 4.",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
164,115488,12,"1. @141673 We do offer Main Cabin Extra seats which come with additional legroom, take a look: https://t.co/N9kHMrvr7b
2. @AmericanAir U already made me pay extra to get cramped seats I had - $250 over the price of tickets to select seats. U now suggest paying more to be comfortable?
3. @141673 It's just something we offered and so we wanted to share it with you, our apologies if we've upset you.
4. @AmericanAir Simply choosing seats and checking one bag a piece adds $350 to round trip ticket price. Who could possibly be upset by your suggestion to pay even more? #lowairfarefiction
5. @AmericanAir Just keeps getting better with @AmericanAir. We pay $25 a piece to check our bags to destination at check in. Passengers at gate get same svc for free because flight is full.
6. @141673 Bags that fit within the carry on size limits may be asked to be checked at the gate, anything larger will need to be checked before.
7. @AmericanAir You’re missing the point - again. They didn’t check their bags to avoid your fees. Once they get to the gate they’re offered the same service for free that others of us had to pay for. How is that fair?
8. @141673 We don't want you to get the impression that they're getting their bags for free at the gate while charging $25 at the ticket counter.
9. @AmericanAir There is a difference between “gate checked” and “checked to destination.” She offered “checked to destination.”
10. @AmericanAir Contrary to what you say, that is exactly what the gate agent offered all of them “because the flight was full and all your bags won’t fit.” So yes - they get for free what the rest of us paid for.
11. @141673 We're sorry for any confusion. If there's limited space on board, we'll gate check our customer's carry-on bag, which they get for free.
12. @AmericanAir has their economy seats so close to one another it is just plain uncomfortable to fly on their airplanes.",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
165,408961,2,"1. @212501 We'd love to recognize our David! Please DM your record locator and where he helped you. #AATeam
2. My @AmericanAir flight was just delayed, but David Johnson was EXTREMELY helpful. #patience",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
166,423072,2,"1. @215737 We have several other fare options, Krista.
2. @AmericanAir basic economy is stupid. #ThereISaidIt",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
167,173744,4,"1. @156682 You should be off any second now. Feel free to share your flight details and we'll get an update.
2. @156683 @AmericanAir Hunger.
3. @156682 @AmericanAir No time for food now. #thanks
4. My plane landed 40 minutes ago and I’m still waiting to get off 🙃🙃🙃@AmericanAir",SUPPORT,Flight Disruption,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
168,298119,2,"1. @187020 We're happy to help you here however we can, what's going on?
2. Spending 40 minutes on the phone being bounced around from department to department is exactly how I wanted to spend my Friday, @AmericanAir",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
169,110328,8,"1. @140504 Our team can approve temporary expenses until you get your items back. Please contact them and go over all your options.
2. @AmericanAir Who do I contact?!
3. @140504 Our Baggage team is available via 800-535-5225. https://t.co/zSdeH87Yqc
4. @AmericanAir I've spoken with them they haven't been help
5. @AmericanAir I have filed! I received a call but no one was on the other line! When I called back I had to leave a voicemail!! I demand reimbursement for the clothes and shoes I'll have to buy today!!
6. @140504 Please file a claim with our Baggage team and we'll work hard to reunite you with them ASAP!
7. @AmericanAir I'm in Queens! Why is my luggage in New Jersey?!
8. @AmericanAir I'm still waiting on my luggage!!!",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
170,171285,2,"1. @155976 We're glad to hear you had a great time, Elizabeth. It's what we strive for!
2. I had an excellent experience on @AmericanAir this week on my flights from OKC to MEM and return. Seems some serious improvements have been made in the past year. Thank you!",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
171,501087,2,"1. @234700 We do our best to not leave anyone behind. We're happy to hear our #AATeam took excellent care of them!
2. @AmericanAir  just brought the jet bridge back and opened the door in lieu of leaving an elderly couple @124202 - good to see people taking care of people",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
172,432445,3,"1. @217855 Please speak with an airport baggage agent and they'll definitely provide assistance to get your bag returned as soon as possible.
2. @AmericanAir Best part of the conversation is it had a priority tag on it
3. @AmericanAir  not sure how we lost a bag from CLT to DCA but telling a customer to just stand and hope it appears does not seem to work",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
173,367065,2,"1. @202948 We know staying powered up in important and we're making frequent updates to our fleet. Keep an eye out for new additions!
2. @AmericanAir - SFO to DFW, no way to charge phone, not good",SUPPORT,Onboard Services,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
174,72345,2,"1. @132237 Sorry you're not having a great experience, Eddie.
2. The silver lining with flying @AmericanAir is it reminds me how much I love and prefer flying @Delta 
#perspective #wastedmiles",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
175,233043,6,"1. @171467 We're following you now.
2. @AmericanAir can you follow me?
3. @171467 We'll be here.
4. @AmericanAir ok, will do  that
5. @171467 We'll be happy to take a look, Sven. Please meet us in DM with your record locator.
6. @AmericanAir oneworld ruby member but had to pay for 1st checked bag at machine. Is a refund possible for the bag?",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
176,271646,9,"1. @180823 We're happy to take a look. Please DM your record locator.
2. @AmericanAir I just did! Thank you
3. @180823 We've answered you in DMs.
4. @AmericanAir Please get back to me! 🙏🏽
5. @180823 We see your DMs and we'll be responding shortly.
6. @AmericanAir Okay thanks I responded
7. @180823 We've responded to you in DMs.
8. @AmericanAir Yes but it's not until 10am meaning I will not be in HTX until noon. Do you have any early morning flights left?
9. @180823 We're so sorry we've disappointed you this evening. Our team does all possible to avoid cancellations. Have you been rebooked?",SUPPORT,Flight Disruption,ESCALATE,Support issue likely requires case-specific or human handling.
177,324607,4,"1. @193330 You bet!
2. @AmericanAir Thanks
3. @193330 The ETA is currently 12:47p and our pilots will do their best to make up time. For status questions, click here: https://t.co/l7FeGMUy12
4. @AmericanAir not to mention. I'm diamond w/ Delta and curious if you guys status match? I can share the credentials.",SUPPORT,Loyalty / AAdvantage,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
178,13656,2,"1. @118858 On domestic flights blankets are only offered in First Class. We love traveling families and are sorry for any rudeness.
2. @AmericanAir My husband with our 1yr baby was refused a blanket cuz it was for first class only on a red eye flight #willneverhavemymoney",SUPPORT,Onboard Services,AUTO_HANDLE,Specific support issue that can reasonably be handled with standard information.
179,287557,4,"1. @184531 We have your DM and will answer you there, Mike.
2. @AmericanAir Thanks for that help, AA. Very much appreciated...yet again!😊👍
3. @184531 No problem! That's what we're here for.
4. Good morning @AmericanAir my handicapped 72-year old mom is flying today. Been waiting on hold for 30 but flight coming up. Need help!",SUPPORT,Accessibility,ESCALATE,Support issue likely requires case-specific or human handling.
180,36795,7,"1. @124030 This is a restriction you agree upon when booking Basic Economy. You're welcome to see more info here: https://t.co/MKvFFVWJdz
2. @AmericanAir 1. There’s no restriction on the Orbitz site about $50. 2. No where on the ticket said you need to check your carry-on bag at the ticket counter as oppose to the gate (which is the way all other airlines do it).
3. @124030 Restrictions are shared on the right side of the purchase screen before purchase. Please contact Orbitz for more information.
4. @AmericanAir They are actually not. Even your own agent (Angel Torerro) at the gate couldn’t find it. His response was ‘well if you would’ve booked it through https://t.co/8pwu2ECBlH then you would’ve been prompted’. WTH? As a gold status traveler I’m deeply disappointed.
5. @124030 We just checked and it's there in bright blue with a hyperlink that says Basic Economy. You can't miss it Sean!
6. How is @AmericanAir still in business given their rude staff and customer service. #shameful #americanairlinesucks
7. The staff and the customer service at #AmericanAirlines suck. Charged me $50 for a bag check even though there’s no mention of it.",SUPPORT,Baggage,ESCALATE,Support issue likely requires case-specific or human handling.
181,543280,2,"1. @246165 We never want you feeling this way, how can we help?
2. Hello @AmericanAir why is your customer service so poor ? Like agents always acting as if they are forced to pick up the call how much are they paid please fix this. Thank you. 😓",SUPPORT,Other / General Support,ESCALATE,Support issue likely requires case-specific or human handling.
182,332151,2,"1. @195083 What an #AAmericanView! We're thrilled to have you on board, and hope you have a great afternoon.
2. Back to Miami today on @AmericanAir . View landing at JFK! https://t.co/QqXK9y7uEd",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
183,74947,4,"1. @132774 They're quite #fAAbulous!
2. @AmericanAir @AmericanAir Going back to AAdvantage guys. Aiming to regain my ExP in 2018! See you soon!
3. @132774 We're excited! See you on board soon.
4. A American renovou diversos lounges nos Estados Unidos. Apresentamos os novos lounges de Miami, Chicago e Los Angeles. Dá uma olhada como eles ficaram bonitos! @AmericanAir  https://t.co/XPTolbJp0P https://t.co/XCEC1dWchW",NON_SUPPORT,NON_SUPPORT,AUTO_HANDLE,"Social, praise, casual interaction, or no concrete support request."
