customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
.@AmericanAir can’t believe aa agent at airport doesn’t let 1 lb over in checked in bag and want it to be perfect 50lb. #badcustomerservice,@178246 Fifty pounds is the max weight at most airports before requiring special handling to get the bag to the plane on time for the flight.,261444,261442,Baggage
@AmericanAir about to be platinum and flew Phx to lax to go to London seperate airline. 2 passengers. Got charged for my 2nd check in. Help?,"@178360 We can't wait for you to turn Platinum with us, and when you do, you'll get two bags for free. We'll see you when you get back.",261871,261870,Flight Disruption
@AmericanAir  DM - Help :),"@158059 We're taking a look now, Leo! We'll respond in DM shortly.",261873,261872,Booking & Payment
@AmericanAir How come NO window in the window seat?! Flight 2444 MIA-TPA seat 10A. When I selected the seat there was no indication of this! https://t.co/fVtyUsExpx,"@178361 The wall contains electronics and our apologies for the lack of view on board, Jannina.",261876,261874,Seats & Upgrades
@AmericanAir Thx for info. You're missing the point - these are super old planes that need to be retired. Let me know when that happens. Rollout is slow.,@178362 We're working on updating our birds. It's taking a bit longer because we have a large fleet. But we'll be done soon.,261878,261880,Refund & Compensation
"The ""New American Airlines"" uses new duct tape to fix their old planes. #AmericanAirlines #aaexp @AmericanAir #stillflying #oldplanes https://t.co/3jFGnuMiC9","@178362 It’s a special FAA approved, metal-infused tape used for temporary repairs. It’s not used for anything structural.",261879,261877,Refund & Compensation
Homecoming. #onwisconsin #overwisconsin #americanview @americanair https://t.co/ok7WBZVSC4 https://t.co/CRrxOKMiFm,"@178363 It's always a beautiful sight when you're #homesweethome, Alice! We're loving that view.",261882,261881,Loyalty / AAdvantage
"@AmericanAir Actually I called in a second time, and Tia employee #JT9, in Location QSE took time to help me! She's awesome.",@178364 Thanks for letting us know how #AAwesome Tia was today! We're glad she got things fixed up for you and we'll be sure to share your kudos.,261884,261886,Flight Disruption
@AmericanAir I had a accidental dup ticket and your CSR DIDN'T TELL ME IT wouldn't work !!! now I missed the pricing deal. BS!! I need help,"@178364 We'll be happy to take a look at what's going on, Robert. Please DM your record locator and what happened.",261885,261883,Other / General Support
@AmericanAir The mainline fleet is pretty great. The single-cabin regional birds are almost summarily awful. The two-cabin CRJs are solid planes.,"@178365 Thanks for giving us more details, Andy! We'll share your comments with our leadership team.",261888,261887,Onboard Services
"@AmericanAir The Dash-8 is definitely worse; it’s the airborne equivalent of a 15-passenger van. Upside, if you’re on an 8, you’re only on 13 minutes.",@178365 Our team's working hard to update our fleet and we appreciate your feedback. You can find out more info here: https://t.co/Cqtk8kHZip,261890,261889,Flight Disruption
Props to @AmericanAir for making a difficult situation a little better ~ had to rebook for a family emergency and they were very helpful!,@178480 We're so glad to hear our team was able to take care of you. We wish you and your family the very best.,262296,262295,Flight Disruption
@AmericanAir Hmm okay no dice on the TV on this plane. Do you guys have good in-flight WiFi for streaming?,@178481 The link we provided also give info on Wi-Fi and streaming and about how to download our app to get free streaming.,262298,262300,Onboard Services
Hi yes @AmericanAir do your flights to Chicago have the little TVs in the back of the seats? Flight is during tonight’s Pats game,"@178481 Some of our planes do have the TVs in the seats. To see what's playing on board, please check here: https://t.co/RcjsILm7Rc",262299,262297,Onboard Services
@AmericanAir So it will be updated in the future?  Technically FW is your HQ and my taxes help cover the millions of dollars in incentives you receive.,"@177082 Please DM you record locator and on which flight this was shown and we'll pass on your comments, Justin.",256849,262301,Other / General Support
"@AmericanAir Spoke too soon. You closed the door on me and didn’t let me board my connecting flight. Ruined vacation, no point in going now. Thanks",@178482 We're sorry to hear you missed you connection and please check with the gate team for rebooking options.,262303,262305,Flight Disruption
"@Delta ruined my vacation with 2 plane issues, 5 hr wait for a cancelled flight. Thanks @AmericanAir for getting me where I need to be","@178482 It was our pleasure and we'd love to see you regularly flying with us, Nick!",262304,262302,Flight Disruption
"@AmericanAir Disappointed that from a 90 min flight, i now have a 10+ hour trip DC to Toronto via Miami, with a 2 year old, and all u can do is apologize",@178541 Please continue to work with our Reservations team at 800-433-7300. They can double check if any seats on the non-stop flight become open.,262535,262537,Flight Disruption
@AmericanAir Thank you for the speedy response. Appreciate the offer for help. Will await your response. Thank you @AmericanAir,@178541 We've received and have responded to your DM.,262536,262534,Other / General Support
@AmericanAir Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option @AmericanAir,"@178541 We don't want you to miss one bit of your holiday, Sajjad. Please follow and DM your record locator and we'll be happy to take a look.",262547,262546,Loyalty / AAdvantage
@AmericanAir @116462 Gratified to learn from flight crew that AA will likely be dumping #GoGoInFlight for another provider! Good on ya!,"@178578 Staying connected in flight is important, we understand.",262687,262689,Seats & Upgrades
"@178579 @115911 #GoGoInFlight service expensive, evaporates immediately upon popping the top.  @AmericanAir should get my $$ back ~",@178578 We're sorry that you're having trouble so please continue to work with our friends @116462 for help.,262688,262686,Other / General Support
@AmericanAir how would one get one of those Cubs W towels? 🤔,@178580 We gave them all away some time ago. So sorry.,262692,262691,Flight Disruption
"dm @americanair Please check YAJZCM not bookable on web, should not be telephone fee... THANKS https://t.co/DYX3QYa1NZ",@178242 Please check your DMs for a message.,262694,262693,Booking & Payment
@AmericanAir I've spoken to 3 other musicians who just today made the same mistake and had to bargain with your gate technicians to not pay $50 a bag,@178645 We know how important instruments are and want to make sure all of the procedures are understood prior to arrival at the airport.,262918,262920,Baggage
"@AmericanAir There are no procedures, for instance, to ensure expensive instruments don't get placed under the plane, short of buying a separate ticket",@178645 We'll always do everything we can to accommodate musical instruments in the cabin. Find more details here: https://t.co/2JD986KY0h,262921,262922,Flight Disruption
"@AmericanAir My instrument is ALWAYS ticketed for gate check immediately when I walk the gated even if I board first, so I have to argue to get it on",@178645 Please DM your record locator. We'd like to share your feedback.,262923,262924,Baggage
"@AmericanAir My ""record""?","@178645 It's your six letter confirmation code. Or you can confirm your full name, date of departure and origin city via DM.",262925,262926,Other / General Support
"@AmericanAir we need new regulations for traveling with instruments, they should have some priority and exception @135450","@178645 This is an optional fare, for customers traveling light. We do allow for carry on bags for other fare types.",262919,262917,Onboard Services
@AmericanAir #home https://t.co/KOcXk1a9Tl,@178675 The #gatewaytotheWest is also the #gatewaytoHome. Enjoy your weekend!,263011,263010,Booking & Payment
"@AmericanAir There's nothing you guys can do, you guys always reply and never do anything to help. So why waste each other's time ???",@178676 We're here 24/7 via Twitter to help and are sorry that we disappointed you.,263013,263015,Other / General Support
@AmericanAir is hands down the worst airlines company in #America,@178676 We want you to love traveling with us. What happened to cause you to say this?,263014,263012,Onboard Services
"@AmericanAir But how come no screens on most flights and no outlets on a TON of 3-4 hour trips? ""Unique"" to you guys.",@178677 We know you want to catch the game.  Our team's updating our fleet as quickly as possible.,263018,263020,Onboard Services
".@AmericanAir does not. They actually don't even have screens on a lot of their flights. Unfortunately, that's where my miles are. https://t.co/K72lcOi1h1",@178677 We'll be happy to keep you up to date on the score via DMs. We don't want to spoil it for others!,263019,263017,Loyalty / AAdvantage
Thank you @AmericanAir for having such wonderful accommodating agents at LGA!,"@178825 We're happy to hear our wonderful #AATeam in LGA were so helpful and it was #AAwesome to see you today, Dionne!",263602,263601,Other / General Support
@AmericanAir and now you send me a notification that the flight is delayed?! WTF. I want my money back,@178826 We're sorry our team at the gate let bags through. They always try to stay consistent and our crew will try and make up some time.,263604,263603,Flight Disruption
Had my mom fly @AmericanAir yesterday... it was miserable. Flt 242. Can someone pls DM about her experience?,@178827 We're sorry that your mother was disappointed yesterday Please have her DM us what happened and we'll take a look.,263606,263605,Flight Disruption
"@178828 @AmericanAir Hi Viktor, was this at O'hare? Literally experienced the same thing. @americanAir","@178829 Our sincere apologies for any rudeness. If you're still needing assistance with a current flight, please work with our airport team.",263610,263613,Flight Disruption
@178829 @AmericanAir No. La Guardia. Worst part is seeing employees fighting with each other. Some blaming passengers others defending passengers.,@178828 This isn't the experience we wanted you to have. Our apologies again.,263612,263614,Other / General Support
@AmericanAir @AmericanAir Rebooking telling gate agents they were wrong and that 14 peeps weren’t late. Supervisor can’t explain what happened either!!,"@178828 We're sorry that the door closed before you arrived, Victor. Our team will get you on a flight as soon as possible.",263609,263607,Booking & Payment
"@AmericanAir Oh, believe me, I did. Phone number and email and everything. Still 2 days later and not even a late alert? #weak #customerSvcFail",@178945 We want you to be fully informed and our apologies that you didn't get a message about the flight change.,264085,264087,Loyalty / AAdvantage
"@AmericanAir baffled how the airline industry acts like it's '72, takes things away from customers, then gives them nothing in return #SVC","@178945 Hi, Scott, have you signed up to receive flight alerts from us? If you haven't please sign up here: https://t.co/h88H9iXqqT.",264086,264084,Flight Disruption
"@AmericanAir OK...but I raised this with the AAdvantage team over 2 weeks ago now and I have done all the running on this issue. Very, very disappointed",@133099 We understand but our AAdvantage experts will definitely be able to provide you with the best assistance and information on Monday.,264882,264880,Loyalty / AAdvantage
@AmericanAir So I've qualified for platinum level but cannot travel as such tomorrow. Service?,"@133099 We'd love to get this taken care of prior to your flight, but we're unable to. But our team returns on Monday and will take a look then.",264885,264884,Loyalty / AAdvantage
"@AmericanAir I fly tomorrow, my missing miles would take me to the next program level. Can it be resolved by then?",@133099 We assure you that they will resolve this on Monday morning. Take a peek here for more info: https://t.co/l7FeGMUy12,264887,264886,Loyalty / AAdvantage
@AmericanAir I've spoken to your team 3 times and sent 3 e-mails. My next flight is tomorrow at 1700 UK from LHR to JFK.,@133099 We assure you that our team will get this taken care of for you. Our apologies it's taking longer than expected.,264889,264888,Flight Disruption
Come on @AmericanAir How long to update my qualifying mileage when I've provided you all the info you need? Ignoring emails doesn't help!,@133099 We know how important miles are for our customers. Please call our AAdvantage team on Monday at 800-882-8880.,264891,264890,Other / General Support
@AmericanAir I would like to thank your Call Center in MTY for their assistance and professionalism! Extend the thanks to your SKB GM!,@179105 We'd love to share your wonderful feedback with our team. Please DM your record locator and the name of the agent that helped you.,264899,264898,Flight Disruption
"Hey, I want one of those! @AmericanAir https://t.co/aS923erae6",@179155 We know you'll always #FlyTheW in your heart. Who knows when one of those towels will show up on your seat.,265088,265087,Loyalty / AAdvantage
"@AmericanAir Thanks! I just wish it wasn't followed up with (hopefully the last) email trying to get me to pay $1,395 for what I've already earned.",@139617 We understand and we're sorry about that!,265712,265711,Refund & Compensation
🤔🤨🙄 @AmericanAir https://t.co/r14ygceuFw,@139617 It looks like you've made EP status for the next year. Congratulations!,265714,265713,Loyalty / AAdvantage
@AmericanAir That’s nice.  Thank you. There are plenty of restaurants already at the airport. But we need some where sit.,@179302 We understand. Being able to relax while you wait is important.,265716,265718,Flight Disruption
"It looks  nice, but not enough room.  #AmericanAirlines #Gates",@179302 We want to make sure you have some food options. Hope you find something that works.,265717,265715,Flight Disruption
"@AmericanAir every time I fly AA, it is really nice.  Professional, modern aircraft.  Clean.  Friendly.  Safe.  Too bad the airline doesn't fly in and out of MSO. Thanks for honoring @AlaskaAir ff #.","@179303 We aim to please, Alex! It's always a pleasure having you fly with us.",265720,265719,Flight Disruption
@179306 @116450 @AmericanAir @Delta @13586 do you know if anyone has started an online petition yet to lobby global airlines to ban the carriage of lion/elephant or other trophies to the USA yet?,"@179304 Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.",265723,265721,Onboard Services
"@AmericanAir Two flights in two weeks depart so late I miss my connecting flight. 
Tell me again why I should continue to be a customer? #flightdelay #ridiculous #thisdoesnthappenwheniflysouthwest",@179307 We always try to depart on-time. Our apologies for the wait. We'll get you going just as soon as we can.,265727,265726,Flight Disruption
@AmericanAir Well if it's not sold out why can't I sit with my travel partner without paying $200. Can you not see this is awful customer service?,@178127 Our folks at the gate will help you with seating and we'll see you both on board later this week.,266168,266165,Baggage
@179402 @131928 @153717 @AmericanAir They want us to pay an additional $200 to guarantee seats! It's a joke. If I'm not back at work on Tuesday at least I'll have a valid excuse,@178127 The seat map is under airport control at this time. Please work with our airport team. The flight is not sold out.,266170,266169,Onboard Services
@AmericanAir amazing you can still charge for bags that miss flight when we arrived 2 hours early. I think I’ll charge you inconvenience fee https://t.co/cDWB8FdNMc,"@179403 We're working hard to reunite you with your things and our apologies that they've been delayed, Brett.",266176,266175,Baggage
@AmericanAir Maybe it’s a California thing but 5 our of 5 employees have been rude and sent me in the wrong direction contradicting each other.,@179404 We want to make sure you have the right info. Please DM your record locator and we'll be happy to help.,266178,266177,Other / General Support
"At LAX and every single @AmericanAir employee has been rude to me or unhelpful. Flying first class too. Not cool @AmericanAir , not cool.",@179404 We're so sorry to hear you're not experiencing our usual excellent customer service. Our apologies. We're here for you if you need help.,266180,266179,Seats & Upgrades
@AmericanAir And now we are hour and twenty minutes past take off waiting for a signature. Seriously @AmericanAir ?,@179508 Our sincere apologies for the extra time today. We're glad to see you're now in the air and on your way.,266558,266557,Flight Disruption
"Dear @AmericanAir. Some of your airplanes are really, really, uncomfortably out of date. Like the one I'm on right now ☹️","@179632 We're renewing our fleet with a new plane each week. We know you're going to love what's coming, Bob.",266981,266980,Other / General Support
@AmericanAir your gogo is really bad! Big disappointment.,@179633 Please share with our friends @116462 if you're having issues. They can take a look for you.,266987,266985,Other / General Support
@AmericanAir no I was referencing the messages from the app updating (extending) the delay.  Maintenance issue according to the flight crew,@179634 We're sorry you've been delayed and we'll get you going as quickly as we can.,266989,266991,Flight Disruption
Eagerly awaiting the next @AmericanAir app update delaying my flight even more,"@179634 Updates to the app shouldn't delay your flight. What happened, Colin?",266990,266988,Flight Disruption
"@AmericanAir to the captain who gave up his seat so my daughter could see her dad, I am truly greatful! I wish I knew your name 🛫💘",@179635 We have some of the best in the business and many are dads too! #fAAmily,266993,266992,Seats & Upgrades
@AmericanAir Did this mean you were going to get back to me in 24 hours? That's how I interpreted it.,@179707 Damaged bag reports need to be filed within 24 hours at an airport location.,267267,267269,Loyalty / AAdvantage
@AmericanAir Well that's pretty crappy of you.,"@179707 If it was international travel, one has 7 days. See here for more information: https://t.co/c2WPmpJSpV",267270,267271,Flight Disruption
@AmericanAir Nope. Wasn’t international. Glad I paid $50 to check my bag to have it broken.,@179707 So sorry that happened. You're welcome to check with our baggage team at 800-535-5225.,267272,267273,Baggage
Hey @AmericanAir you need to work with your baggage guys I have a snapped off wheel and missing zippers and crushed items from 1 trip. https://t.co/mx3e0DvXNH,@179707 That doesn't look good and we're sorry for the inconvenience. Our baggage team will need to assess the damage with 24 hours.,267268,267266,Baggage
"@AmericanAir Hope you are doing good, Please follow me back it sure would mean so much, Have a wonderful night",@179745 We're doing very good and are now following you. Have an #AAwesome night!,267392,267391,Baggage
@AmericanAir What is your policy for moving a loyal customer when they're seated next to someone huge spilling over in to their seat?,"@179746 We welcome customers of all sizes on board. If you'd like to discuss seating, please reach out to a flight attendant.",267394,267393,Seats & Upgrades
@AmericanAir day - All due to your mis-schedualing. I would think some action on your end beyond your stock reply would be warranted.,@179747 Please DM the record locator for the delayed trip and we'll take a look.,267396,267395,Flight Disruption
Hey @AmericanAIr.Any good faith for my next booking -last was cancelled due to crew mis-scheduling causing me to miss friend's engag't party,"@179747 We're sorry that you missed the party on your last trip. If you need help on your next, please let us know.",267400,267397,Flight Disruption
.@AmericanAir @13594 My infant carseat is wedgd in so tight the plastic is bent. Person in front of it cannot recline. What the heck is this?!,@179748 Please check with a crew member to see if a seat with more legroom may be available.,267403,267401,Other / General Support
This is why I love my job and love you #BachelorNation Thanks for the note Kendra and the nice safe flt on @americanair https://t.co/ozAJse4qpl,@179749 That's very nice of Kendra to say and we're very happy she took great care of you. DM your flight info to recognize her!,267409,267408,Flight Disruption
@AmericanAir seriously we land over an hour late only to taxi and sit waiting for traffic to clear to reach our gate,@179750 We'll have you at your gate and on your way as quickly as possible!,267418,267417,Flight Disruption
Thank you @179752 in the back corner of @133384 Terminal C for a great dinner and for not marking up your prices. @AmericanAir https://t.co/2f9wZwx2Jb,"@179751 It's great to see you on board tonight and we're glad you enjoyed your dinner, Jim!",267420,267419,Seats & Upgrades
Yo @AmericanAir find a tug driver to get aircraft for Flt 2225 to LAX to Gate K5 @129841 so we can get going. Trouble finding Ops staff.,@179753 We're sorry for the delay but we see you're boarded now. We'll try and make up some of the time.,267422,267421,Flight Disruption
New 737 is on the way. Been a while but I feel like I'm home again. #UpInTheAir @AmericanAir 🛫,@179754 We've missed you and were wondering where you were. Welcome back #UpInTheAir!,267425,267424,Flight Disruption
Who’s the smart one at @AmericanAir that scheduled 2 delayed flights leaving from the same gate. It’s a mess!!!,@179755 We'll have you in the air and on your way just as quickly as we can. The estimated departure time is 7:10p.,267428,267426,Flight Disruption
@AmericanAir There are 5 bins within 2 aisles of me with bin space. My bag is the same as the black one on the right. https://t.co/9Hmyw1uiVi,@179756 We can understand your frustration tonight and we'll pass on your comments to our airport team for internal review. Our apologies.,267430,267429,Baggage
@AmericanAir While i am upset that #americanairlinesbrokemyguitar ... i do have to say #americanairlinesfixesguitars too. My lute is back in shape thx!!!,@179757 We're always happy to help! Tweet us anytime.,267433,267435,Other / General Support
@AmericanAir #americanairlinesbreaksguitars Nearing 2 weeks and my claim response has NOT been answered. Really? This is customer service?,@179757 We're taking a look at your DM now and will respond there shortly.,267434,267431,Other / General Support
Great job @AmericanAir incoming flight was late and you still managed to get us out of PHL-FLL almost on time! 10 min late. Thanks!!😁😁,@179758 This makes us very happy and we appreciate the kind words. Have a fantastic flight and evening!,267437,267436,Flight Disruption
@AmericanAir This might explain why they took the day off. If an Executive Platinum can not get any help I pity the average customer!,@179866 We should be providing you with amazing service very time! We see your DMs and responding in just a moment.,258062,267839,Other / General Support
@AmericanAir This is as far as I can go. It is not refunded. We are being charged $200 per ticket for canceling with a medical emergency. https://t.co/MoRHNtajMP,@179867 Please continue to work with Expedia for your refund.,267841,267845,Flight Disruption
@AmericanAir They have closed our help ticket.,"@179867 It looks like they refunded it yesterday on their end. It may take a week or two to see the credit. Please ask them, though.",267846,267847,Booking & Payment
@AmericanAir They did not refund the 200 per ticket cancellation fee and that is what is in dispute. We gave adequate notice with a medical emergency!,"@179867 You must continue to work with your booking source, Amy.",267848,267850,Loyalty / AAdvantage
@AmericanAir I’m begging you to hear me. They only refunded a small amount. My refund is MINUS $600 (200 per ticket) which they say you kept!,"@179867 Use this link for refunds: https://t.co/xM8Vkc7BvM. Once you're there and put in the ticket number, please select contact refunds.",267849,267853,Refund & Compensation
If you have a medical emergency don’t expect @AmericanAir to care! Should be illegal to penalize travelers for emergencies! #neveragain,@179867 We know that things can happen that may impact your ability to travel. A refund can be requested here: https://t.co/xM8Vkc7BvM,267844,267840,Other / General Support
@AmericanAir Thanks for the response!,@179868 Please check your DMs for a message.,267855,267857,Check-in & Airport
@AmericanAir Would be awesome if this was fixed before my return flight. Dare I hold my breath?,@179868 Please DM your record locator and your KTN. Also include exactly how your name appears on the KTN and date of birth.,267856,267854,Other / General Support
"Hi, @AmericanAir?  Y'all have one way tickets to Themyscira yet?","@148458 Hi there. We haven't started service there, but do offer flights to many other places. Check them out: https://t.co/BhEqSlOhOZ",267860,267859,Booking & Payment
Also @AmericanAir 24 people on upgrade standby list and you put a crew member in a first class seat. You guys need to get ur ish together!!,"@179869 We'd like more info to check on this, Susan. Please DM your record locator.",267864,267863,Seats & Upgrades
MADE IT!! Just ran thru the airport home alone style I MADE IT TO MY GATE! @AmericanAir,"@179870 We're glad to hear you made it! Time to sit back, relax and our crew will take fabulous care of you.",267866,267865,Flight Disruption
@116450 @AmericanAir how you guys doing on Wi-Fi installation? At 100% for USA domestic?,@179871 Wi-Fi is available on the majority of our domestic flights and more info can be found here: https://t.co/O6Fdx4Pk6T,267868,267867,Onboard Services
@179632 @AmericanAir I'm afraid to tweet such things for fear that they will put me in the smallest legroom seat possible.,@179872 We welcome tweets from any of our customers and they don't impact legroom at all!,266982,267872,Seats & Upgrades
@AmericanAir flight 2646 staff is extremely rude.,@179873 We have some of the best crew in the business. We're sorry to hear that happened. Our apologies.,267874,267873,Other / General Support
"@AmericanAir Flt 4738 10/5 guy in 9C next to me using em &amp; txt 20 miles out, risking MY safety.. what's proper procedure to report him?","@179981 Please bring this to the attention of the flight crew if you have concerns, Ken.",268403,268401,Loyalty / AAdvantage
@AmericanAir please keep this aircraft (A321S) on schedule for every Thursday 6:30pm ORD to MIA (2193)! 🙌🏼 flight long 4 Boeings w/ no TVs!,@179982 Keep an eye out on our schedules as it can change but for now it looks good! #dreamsdocometrue,268405,268404,Onboard Services
Yo @AmericanAir we delayed and stuck on a plane bc someone clogged the toilet.. does this qualify for bonus miles? I'm crying😂😭,@180195 Our team will work really hard and fast to get that resolved as quick as possible and get you on your way!,269219,269218,Flight Disruption
"@AmericanAir Is the mailing address to send a paper voucher in for ticketing on https://t.co/auXaOI4JFZ? If not, can you provide me with it?",@180196 Please send us a DM and we'll provide you with the correct address.,269222,269220,Flight Disruption
@AmericanAir @British_Airways my favorite https://t.co/SK1i96tCBn,@180197 Thanks for the support! You're one of our favorites too.,269224,269223,Seats & Upgrades
"@AmericanAir Best FA in our trip! Flt2053 CLTTPA Oct, 3rd Kenneth Coleman was awesome!!! #aateam #elevate","@180198 Wow, he sure sounds like a great member of our #AATeam. We'll pass on your kind words for recognition!",269227,269225,Other / General Support
"Hello @AmericanAir, I just saw one of your employees scour #LGA for 3 passengers so they didn’t miss their flight. Good job 👍🏼",@180199 Thanks for the shout-out! We're so glad to hear they were found and made it. Every passenger matters!,269229,269228,Baggage
"@AmericanAir Whoa guacamole bar, sounds wonderful! Love #wifiinthesky",@180200 It's made from scratch and is very tasty. You're going to love it! #GuacamoleBar,269231,269233,Onboard Services
"@AmericanAir After buying day passes for the last two years, took the plunge tonight and joined the Admiral's Club! #FeelsGood",@180200 Congratulations! It's going to change your life. We hope you have the opportunity to experience our guacamole bar one day soon.,269232,269230,Other / General Support
.@AmericanAir to offer 2X daily non-stop flights from #DSM to #Philadelphia https://t.co/3IQPOfX8ot @13926 @164688 @31510,"@180201 We can't wait to offer all of our friends in the DSM area a great new way to connect to the world, Jay!",269236,269234,Onboard Services
@AmericanAir @116462 They did. Frank and the gogo team were very helpful. Thanks to everyone.,@180203 We're glad to hear they took great care of you! Have a great evening and we look forward to seeing you again one day soon.,269239,269241,Loyalty / AAdvantage
I'm not sure I've ever had a worse inflight experience w/ @116462 on @AmericanAir - crawled entire time. Might as well not had it. #fixit https://t.co/Mi0pS3TBSi,@180203 We'll be sure to let include the folks @116462 see this and respond directly to you. Thanks for letting us know.,269240,269238,Flight Disruption
"Thank you, @AmericanAir ❤️","@180204 We're so happy you were able to make it, Dana!",269244,269243,Other / General Support
@AmericanAir I need help with my flight tomorrow.  Can I get it via tweet?,@180290 Please DM your record locator and we'll be happy to take a look for you.,269556,269555,Other / General Support
Flying @AmericanAir from now on! https://t.co/V6sFe611gL,@180291 We can't wait to see you!,269558,269557,Loyalty / AAdvantage
I’ve flew with @AmericanAir at least 10 times and something always goes wrong... it never fails 🙃,"@180292 What's going on, how can we help?",269560,269559,Other / General Support
@180294 @AmericanAir Se haiti map soti 😫,@180293 Delays are definitely not very fun for all involved. We'll get you on your way as quickly as we can.,269562,269561,Flight Disruption
@AmericanAir why don't FAs tell us what our bag claim is anymore??,"@180295 We're sorry that it wasn't announced. If you need the info, please check here: https://t.co/OtDaH7XmLN",269567,269566,Baggage
#Shoutout to the DFW @AmericanAir gate agent who full on threw my checked bag onto the belt right in front of me. You rock! Thanks Nona!,"@180296 This would have disappointed us too, Steve. Our apologies. Please file a damage report, if needed, when you arrive.",269569,269568,Baggage
@AmericanAir I've tried calling and getting no help!  This is an ongoing issue and we leave tomorrow!  #fixthisnow #horriblecustomerservice,@180297 We've received your DM and we'll respond there momentarily.,269571,269570,Flight Disruption
apparently you cant use travel vouchers when you book flights online. @AmericanAir what is it 1988???,"@180298 If you'd like to book online and use a paper voucher, just select hold and then call 800-433-7300 to set up ticketing.",269574,269572,Loyalty / AAdvantage
@AmericanAir @AmericanAir Board 1 flight at 5pm and u didn't think to prioritize the elderly on the flight out of Miami? That's tasteless and coldhearted,@180299 Our team does their best to help all our customers after a flight cancels and we're sorry that they were delayed.,269576,269575,Flight Disruption
@AmericanAir My favorite cake is lemon bundt.,@177737 Lemon Bundt is the way to go!,269581,269583,Flight Disruption
@americanair do you give out birthday presents? my birthday is in a few days,"@177737 From our AA Twitter team, we want to wish you a very Happy Birthday! We're sending you a virtual piece of your favorite cake.",269580,269578,Loyalty / AAdvantage
@AmericanAir Here you go. CGLTIJ,@180300 Thanks for providing this info and we're sorry again that you were unable to take your flight.,269591,269586,Flight Disruption
@AmericanAir sympathetic and understanding.  Never Again# Awful Customer Service# GoodBye @AmericanAir You need to hire better people!!!,@180300 Rudeness isn't what we like to hear happened and our apologies this was your experience. DM your record locator and we'll take a look.,269593,269592,Other / General Support
Terrible experience with @116462 on my @AmericanAir flight from YYZ to DFW. It’d be cool if they were just honest about the dial-up speeds 😂,@180386 We're sorry that the speed was slower than expected. Please contact our friends @116462 for assistance.,269948,269947,Onboard Services
myles is literally stacking up frequent flyer miles with @AmericanAir 😂😂 flight number 5 next week and hes only 4 months old 😂,"@180387 We have to teach them young! Welcome aboard, Myles.",269952,269951,Loyalty / AAdvantage
"I just paid $600 for a flight from Dal to Houston. @AmericanAir is offering the oppy to purchase legroom for $37, $1 per minute in the air.",@180388 Our Main Cabin Extra seats also offer preferred boarding. Please check out this link: https://t.co/N9kHMrvr7b,269955,269953,Flight Disruption
What is it with @americanair giving me some fantastic flight staff? Keep foxing on AA https://t.co/sTnk5qcT6Q,@180389 We have some the best in the business! We hope to see you again one day soon.,269957,269956,Flight Disruption
"@AmericanAir aircraft out of service in Pensacola, I am standby so I've been bumped off every flight today by higher standby",@180390 We're sorry for the inconvenience this caused. Please DM your record locator and we'll look at options.,269959,269961,Other / General Support
@AmericanAir you have truly let me down tonight,@180390 We always want you to be happy. What's going on?,269960,269958,Other / General Support
Just got in from a wonderful 2.5 days in Dallas learning what it takes to be an effective leader. I ❤️ that @AmericanAir invests in us.,"@180391 You have to admit, we have some of the best in the biz! #AATeam",269963,269962,Flight Disruption
@AmericanAir making me miss my cousin’s rehearsal dinner. Sad as I only get to see them every few years.,@180392 Our Captain is doing his best to make up some time in the air for you to get you to this special dinner as quickly as we can!,269965,269964,Onboard Services
"@AmericanAir It didn't cut out, you decided to hang up on me because the day had ended. I also submitted a group request 3 days ago &amp; nothing..",@180393 Please try giving them another call to check on the details of your request.,269967,269969,Other / General Support
@AmericanAir was just on hold for 30mins after speaking to a rep about a group rate and then as 7pm CST hits the call ends out of no where.,@180393 We're sorry that the call cut out. Our Groups team will be back in the office at 8a so please try your call again tomorrow.,269968,269966,Flight Disruption
@AmericanAir i am not a big fan right now.. #latelatelate #andnotsurewhy,@180394 What's your flight number? We'll take a look and see what's going on for you.,269972,269971,Baggage
@AmericanAir Well today was a failure . #epicfail,@180395 We can understand your frustration and we're sorry that you were disappointed today.,269974,269976,Other / General Support
@AmericanAir please send me a survey card so I can rate my experience.   it will not be excellent.,@180395 We can sure send your feedback to the team in charge of this. Please DM us the details.,269977,269978,Flight Disruption
@AmericanAir I have been pretty clear with my feedback so far on this thread.    I want to impact your so called excellent rating.,@180395 We're happy to take your feedback here. Please meet us in DM all the specifics so we can get it to the right team.,269979,269980,Other / General Support
"@AmericanAir not professional nor courteous, training needed for the gate agent",@180395 We're very sorry for any rudeness you ran into during your trip yesterday. We expect great service every time!,269981,269984,Baggage
@AmericanAir Gate Agent at MSY Gate C8 is a major jerk. #customerservice is not his thing,@180395 Every day our team provides excellent and helpful service. We’re sad to hear this wasn’t your experience.,269975,269973,Baggage
@116462 @AmericanAir gogo wifi is the worst.  Always slow.  Flew Phl to SFO this week.  Same as always trying to send emails. https://t.co/LAWNUiOWtd,@175287 We want you to have a speedy connection for sending email and our apologies you were disappointed.,270389,270388,Onboard Services
